gene	p_val	avg_logFC	avg_FC	pct.1	pct.2	p_val_adj	cluster		
OAF	0	0.382704749	1.303783885	0.346	0.009	0	15		
GLT8D2	0	0.377235241	1.298850371	0.411	0.003	0	15		
PDPN	0	0.375053412	1.296887567	0.36	0.012	0	15		
KCNE4	0	0.372276316	1.294393543	0.299	0.003	0	15		
MFAP4	0	0.369865167	1.292232054	0.285	0.003	0	15		
CPXM1	0	0.362039153	1.285241217	0.355	0.002	0	15		
GPC6	0	0.358573557	1.282157556	0.374	0.002	0	15		
CD248	0	0.356174131	1.280026902	0.327	0.003	0	15		
GFPT2	0	0.355471078	1.279403272	0.35	0.002	0	15		
LRRC17	0	0.354297118	1.27836261	0.322	0.003	0	15		
SPHK1	0	0.349231149	1.27388156	0.369	0.015	0	15		
NDN	0	0.349190452	1.273845627	0.369	0.007	0	15		
BNC2	0	0.346513868	1.271484494	0.346	0.004	0	15		
PCDH7	0	0.341728659	1.267274151	0.332	0.006	0	15		
COX7A1	0	0.327003023	1.254404833	0.336	0.008	0	15		
ADAMTS2	0	0.325564723	1.253154873	0.322	0.002	0	15		
ABCA8	0	0.319769428	1.248131056	0.285	0.001	0	15		
RUNX2	0	0.318674474	1.247184128	0.327	0.011	0	15		
ZFHX4	0	0.31605324	1.244920176	0.318	0.001	0	15		
MMP23B	0	0.310671326	1.240284704	0.262	0.003	0	15		
CLMP	0	0.307039265	1.23716615	0.35	0.003	0	15		
NTRK2	0	0.306467962	1.236676333	0.252	0.005	0	15		
HIC1	0	0.302199989	1.233023237	0.308	0.007	0	15		
HMCN1	0	0.298099114	1.229523333	0.285	0.002	0	15		
TMEM119	0	0.295594239	1.227390429	0.308	0.001	0	15		
TMEM204	0	0.290123742	1.22274515	0.313	0.008	0	15		
BAG2	0	0.287187251	1.220258881	0.285	0.008	0	15		
ECM2	0	0.279153092	1.213482322	0.299	0.003	0	15		
TGFB3	0	0.275269592	1.210220218	0.28	0.005	0	15		
CDC42EP5	0	0.269779646	1.205623669	0.299	0.007	0	15		
DNM3OS	0	0.266408649	1.202809901	0.276	0.002	0	15		
FMOD	0	0.266088427	1.202542954	0.266	0.002	0	15		
CREB3L1	0	0.262724075	1.199741902	0.276	0.002	0	15		
MIR99AHG	0	0.26117745	1.198456421	0.266	0.003	0	15		
C1QTNF1	0	0.257294776	1.195235394	0.271	0.006	0	15		
MYLK	3.62E-304	0.339921458	1.265687687	0.332	0.012	7.50E-300	15		
FRMD6	2.79E-296	0.45712494	1.372803314	0.397	0.019	5.77E-292	15		
IGFBP6	1.94E-295	0.430125501	1.347350779	0.355	0.015	4.01E-291	15		
SPOCK1	2.35E-295	0.321691227	1.249794786	0.276	0.008	4.88E-291	15		
ALDH1A3	5.93E-295	0.366170805	1.288927222	0.276	0.008	1.23E-290	15		
EDIL3	8.96E-293	0.339719065	1.265510138	0.285	0.009	1.86E-288	15		
PALLD	8.80E-291	1.087310262	2.124775272	0.766	0.081	1.82E-286	15		
CYR61	3.02E-279	1.073759474	2.104911349	0.533	0.039	6.26E-275	15		
C3	4.24E-279	1.174026268	2.256405358	0.631	0.056	8.78E-275	15		
HEG1	3.30E-277	0.297212717	1.228768142	0.318	0.012	6.84E-273	15		
CAVIN1	2.03E-276	0.761700971	1.695488467	0.72	0.072	4.21E-272	15		
SMIM3	2.11E-261	0.344879327	1.270044746	0.374	0.019	4.37E-257	15		
PLAGL1	1.58E-257	0.283749095	1.217354285	0.304	0.012	3.27E-253	15		
ID3	3.25E-257	1.372223263	2.588691888	0.785	0.095	6.74E-253	15		
CALD1	9.43E-254	2.120446451	4.348284847	0.977	0.194	1.95E-249	15		
LRP1	1.53E-253	0.910979799	1.880322076	0.794	0.101	3.16E-249	15		
TMEM176A	8.69E-248	0.705377879	1.630571698	0.514	0.039	1.80E-243	15		
PMP22	1.57E-247	0.72439831	1.652211421	0.673	0.069	3.25E-243	15		
TMEM176B	1.52E-237	0.618240941	1.535002432	0.579	0.052	3.16E-233	15		
CLU	1.38E-235	0.426038599	1.343539372	0.308	0.014	2.85E-231	15		
GJB2	2.28E-233	0.553866677	1.468014966	0.364	0.021	4.72E-229	15		
TMEM98	1.84E-231	0.407305817	1.326206855	0.444	0.031	3.81E-227	15		
ZCCHC24	7.30E-228	0.282894731	1.216633582	0.318	0.016	1.51E-223	15		
HDGFL3	2.43E-224	0.266283855	1.202705862	0.294	0.013	5.04E-220	15		
BASP1	2.30E-223	0.710847225	1.636765028	0.664	0.072	4.77E-219	15		
ENC1	2.78E-223	0.39827849	1.317934334	0.355	0.02	5.75E-219	15		
FERMT2	1.03E-221	0.430178054	1.347399859	0.407	0.027	2.14E-217	15		
MYH10	1.31E-210	0.323011968	1.250939458	0.336	0.019	2.71E-206	15		
CDH11	2.52E-209	0.878047913	1.837886803	0.785	0.12	5.21E-205	15		
MARCKS	2.26E-208	1.305740514	2.472105843	0.916	0.182	4.68E-204	15		
LMCD1	9.31E-206	0.396861749	1.316640745	0.397	0.028	1.93E-201	15		
PLXDC2	2.71E-205	0.607572411	1.523693168	0.579	0.06	5.60E-201	15		
FHL2	8.31E-204	0.367770759	1.290357439	0.383	0.026	1.72E-199	15		
RBMS3	2.65E-201	0.287769533	1.220751485	0.29	0.015	5.48E-197	15		
PPIC	1.75E-200	0.759248782	1.692609046	0.752	0.112	3.63E-196	15		
PHLDB1	1.44E-196	0.382152312	1.303284736	0.379	0.027	2.98E-192	15		
SERPINH1	8.48E-195	0.786160436	1.724478851	0.766	0.118	1.76E-190	15		
GOLIM4	2.57E-187	0.457554562	1.373212183	0.495	0.048	5.32E-183	15		
RBP1	1.19E-178	0.33485956	1.261254625	0.318	0.02	2.47E-174	15		
SRPX2	5.49E-178	0.465862442	1.381142753	0.495	0.051	1.14E-173	15		
LAMB1	8.54E-177	0.489459681	1.403918981	0.547	0.062	1.77E-172	15		
RGS16	1.78E-176	0.801617116	1.74305382	0.36	0.027	3.69E-172	15		
HSPG2	5.21E-173	0.456907352	1.372596282	0.537	0.06	1.08E-168	15		
INAFM1	3.21E-171	0.345323622	1.270435932	0.36	0.027	6.65E-167	15		
PDGFC	1.14E-170	0.329036721	1.256174354	0.313	0.021	2.36E-166	15		
FAM198B	5.71E-169	0.331607524	1.258414783	0.336	0.024	1.18E-164	15		
SDC2	1.16E-166	0.312637795	1.24197643	0.322	0.022	2.40E-162	15		
LTBP1	8.94E-163	0.46446564	1.379806193	0.444	0.044	1.85E-158	15		
FKBP10	3.70E-160	0.393505161	1.313580996	0.425	0.041	7.67E-156	15		
11-Sep	5.51E-158	0.710264708	1.636104284	0.654	0.103	1.14E-153	15		
PDLIM7	3.61E-157	0.508004081	1.422081433	0.509	0.06	7.48E-153	15		
COLEC12	3.84E-156	0.27376635	1.208959865	0.28	0.018	7.95E-152	15		
TCEAL9	5.32E-154	0.536882493	1.450834034	0.617	0.09	1.10E-149	15		
GPX8	6.42E-153	0.509123869	1.42318565	0.537	0.069	1.33E-148	15		
CYBRD1	4.15E-151	0.364625278	1.287547162	0.43	0.044	8.59E-147	15		
NR2F1	3.49E-149	0.344137061	1.269391477	0.327	0.026	7.24E-145	15		
LOXL2	4.09E-148	0.377147781	1.298771635	0.29	0.021	8.48E-144	15		
AXL	1.64E-146	0.307342324	1.237426061	0.379	0.035	3.39E-142	15		
TMEM45A	1.56E-144	0.293464044	1.225579477	0.341	0.029	3.22E-140	15		
UCHL1	1.40E-143	0.25538275	1.19365238	0.262	0.017	2.90E-139	15		
VIM	4.44E-142	1.428248654	2.691198216	1	0.335	9.20E-138	15		
COL1A1	2.89E-141	2.453274222	5.47657612	1	0.709	5.99E-137	15		
PTMS	2.02E-140	0.799048572	1.739953284	0.808	0.177	4.18E-136	15		
ZEB1	2.26E-140	0.384017372	1.304970661	0.402	0.041	4.67E-136	15		
IGFBP4	1.27E-137	1.30261138	2.46674978	0.785	0.18	2.62E-133	15		
THBS1	7.20E-133	0.797869957	1.738532404	0.678	0.123	1.49E-128	15		
CTSF	1.98E-131	0.255782364	1.193983057	0.285	0.022	4.10E-127	15		
BEX3	3.76E-130	0.530375563	1.444305129	0.626	0.106	7.79E-126	15		
TSPAN4	2.94E-129	0.362596059	1.285737439	0.453	0.056	6.08E-125	15		
BHLHE41	1.45E-127	0.419926309	1.337859217	0.35	0.035	2.99E-123	15		
SH3BGRL	1.16E-126	0.513480379	1.427489743	0.626	0.104	2.40E-122	15		
GLT8D1	3.02E-126	0.300229581	1.231340345	0.383	0.041	6.26E-122	15		
LIMA1	4.88E-125	0.616237583	1.532872373	0.636	0.119	1.01E-120	15		
MRC2	4.58E-124	0.644388547	1.563076672	0.71	0.151	9.49E-120	15		
A2M	5.19E-124	0.374207702	1.296127553	0.407	0.046	1.08E-119	15		
GALNT1	7.66E-122	0.56832184	1.48279776	0.551	0.091	1.59E-117	15		
EID1	1.38E-119	0.74319324	1.673876676	0.804	0.207	2.87E-115	15		
CFH	1.01E-118	0.792475653	1.732044088	0.645	0.132	2.08E-114	15		
SLC44A1	6.32E-118	0.404343021	1.32348608	0.444	0.06	1.31E-113	15		
IL1R1	6.38E-118	0.385389637	1.306212516	0.388	0.046	1.32E-113	15		
CCDC50	1.35E-117	0.288988268	1.221783166	0.355	0.038	2.80E-113	15		
IL32	2.31E-117	0.565993458	1.480406585	0.626	0.109	4.78E-113	15		
IFITM3	1.17E-116	1.269797374	2.411276969	0.986	0.676	2.42E-112	15		
FN1	1.10E-115	2.268055205	4.816733835	0.935	0.375	2.28E-111	15		
PARVA	1.29E-115	0.31445144	1.243538729	0.364	0.041	2.68E-111	15		
CD99	1.64E-115	0.830756504	1.77861777	0.846	0.249	3.39E-111	15		
NFIB	5.20E-112	0.509326247	1.423385305	0.416	0.056	1.08E-107	15		
TPM4	1.15E-110	1.083668544	2.119418579	0.888	0.303	2.39E-106	15		
TPM1	2.28E-110	1.685433008	3.216369174	0.874	0.326	4.73E-106	15		
CST1	6.34E-109	1.865755101	3.644586397	0.313	0.033	1.31E-104	15		
ITGB1	3.61E-108	1.023642158	2.033045014	0.944	0.39	7.47E-104	15		
PPFIBP1	5.01E-106	0.484587665	1.399185909	0.491	0.08	1.04E-101	15		
RAB31	3.60E-102	0.501347747	1.41553532	0.598	0.118	7.46E-98	15		
CDKN1C	4.93E-102	0.325961415	1.253499495	0.304	0.032	1.02E-97	15		
NR2F2	1.79E-101	0.42382623	1.341480637	0.411	0.058	3.70E-97	15		
PHPT1	1.13E-100	0.614166301	1.530673202	0.734	0.187	2.33E-96	15		
PLPP1	1.93E-100	0.272823603	1.208170112	0.262	0.025	4.00E-96	15		
IFI27L2	1.13E-99	0.348696221	1.273409314	0.435	0.065	2.33E-95	15		
IFI27	4.46E-99	1.095747636	2.137238092	0.893	0.307	9.23E-95	15		
TAX1BP3	2.05E-98	0.305720596	1.236035857	0.369	0.048	4.24E-94	15		
YIPF5	1.66E-97	0.368478196	1.290990332	0.453	0.072	3.45E-93	15		
MAN1A1	1.11E-96	0.252280073	1.191088055	0.271	0.027	2.29E-92	15		
EVL	2.26E-96	0.290228792	1.222834187	0.346	0.043	4.68E-92	15		
ANXA6	8.35E-95	0.277579691	1.212159622	0.36	0.047	1.73E-90	15		
TIMP1	2.04E-94	1.740318433	3.341089045	0.995	0.786	4.22E-90	15		
RRBP1	6.63E-94	0.633314728	1.551124758	0.724	0.2	1.37E-89	15		
TSHZ2	2.43E-92	0.473039859	1.388031068	0.477	0.086	5.04E-88	15		
NUAK1	2.83E-92	0.301727792	1.232619733	0.266	0.028	5.86E-88	15		
SNX9	3.05E-91	0.319179346	1.247620658	0.364	0.05	6.31E-87	15		
KLF9	3.18E-91	0.313102017	1.242376131	0.36	0.049	6.59E-87	15		
MAP4K5	2.62E-89	0.287512588	1.220534087	0.364	0.051	5.43E-85	15		
ARID5B	9.86E-89	0.547068837	1.461114092	0.551	0.115	2.04E-84	15		
FILIP1L	2.57E-88	0.56646022	1.480885626	0.533	0.106	5.33E-84	15		
MAP1LC3A	5.29E-85	0.261386789	1.198630333	0.313	0.04	1.10E-80	15		
MICAL2	1.27E-83	0.337133441	1.263244099	0.336	0.047	2.62E-79	15		
PDLIM5	1.88E-83	0.469929842	1.385042112	0.481	0.096	3.89E-79	15		
VCL	1.10E-82	0.391395724	1.311661747	0.449	0.082	2.27E-78	15		
IGFBP2	7.61E-82	0.668007971	1.588877579	0.327	0.046	1.58E-77	15		
TUBA1A	1.60E-81	0.68946455	1.612684867	0.696	0.197	3.30E-77	15		
SUGCT	5.10E-80	0.309823739	1.239556248	0.294	0.037	1.06E-75	15		
TIMP2	1.19E-79	0.658638948	1.578592661	0.827	0.298	2.47E-75	15		
PHACTR2	1.50E-78	0.258927587	1.196588901	0.322	0.045	3.12E-74	15		
GOPC	5.16E-78	0.33878037	1.264686997	0.379	0.062	1.07E-73	15		
ACTN1	1.15E-77	0.4859552	1.40051283	0.523	0.117	2.37E-73	15		
TLN1	7.59E-77	0.470098219	1.385203769	0.617	0.152	1.57E-72	15		
SERPINE2	8.22E-77	1.195469855	2.290194067	0.514	0.118	1.70E-72	15		
AP2M1	3.33E-76	0.43880064	1.355477006	0.603	0.149	6.89E-72	15		
MFGE8	4.22E-75	0.41589533	1.334126373	0.472	0.097	8.73E-71	15		
SH3PXD2A	1.73E-74	0.49332055	1.407681111	0.551	0.132	3.58E-70	15		
DAB2	4.20E-74	0.382886582	1.303948221	0.486	0.1	8.70E-70	15		
EEA1	4.89E-74	0.298818385	1.230136478	0.364	0.06	1.01E-69	15		
TIMP3	1.85E-71	1.611429101	3.055543671	0.696	0.248	3.83E-67	15		
CALU	2.20E-71	0.617821137	1.534555832	0.757	0.265	4.55E-67	15		
PDLIM4	5.93E-71	0.273506937	1.208742499	0.294	0.042	1.23E-66	15		
IFITM2	5.63E-70	0.650438739	1.569645469	0.738	0.243	1.17E-65	15		
TACC1	6.09E-70	0.331509498	1.258329282	0.407	0.076	1.26E-65	15		
SKIL	2.51E-69	0.438655562	1.355340706	0.542	0.133	5.19E-65	15		
GSN	8.38E-69	0.524252456	1.438188178	0.659	0.19	1.74E-64	15		
ATOX1	1.70E-68	0.354523798	1.278563486	0.537	0.125	3.51E-64	15		
KIAA1217	5.37E-68	0.311916269	1.241355444	0.393	0.074	1.11E-63	15		
DSTN	5.07E-67	0.740491919	1.670745419	0.907	0.444	1.05E-62	15		
CNN3	5.81E-67	0.537048763	1.451001251	0.71	0.234	1.20E-62	15		
LMO4	5.85E-67	0.477878535	1.392694221	0.575	0.153	1.21E-62	15		
LAMC1	5.92E-67	0.287185678	1.22025755	0.327	0.054	1.23E-62	15		
HNRNPA0	6.86E-67	0.330507802	1.257455898	0.444	0.093	1.42E-62	15		
EVA1B	1.35E-66	0.369283724	1.291711356	0.439	0.093	2.80E-62	15		
MT2A	7.08E-66	1.23246552	2.349682001	0.78	0.328	1.47E-61	15		
CNN2	2.14E-65	0.408578256	1.327377069	0.514	0.126	4.44E-61	15		
MMP14	6.87E-63	0.369175171	1.291614168	0.444	0.099	1.42E-58	15		
PLAU	1.59E-62	0.768522838	1.703524667	0.519	0.141	3.29E-58	15		
OSBPL8	1.88E-62	0.360728665	1.284074284	0.537	0.136	3.89E-58	15		
PPIB	3.62E-62	0.711770907	1.637813299	0.921	0.642	7.50E-58	15		
TCEAL8	2.50E-61	0.33710924	1.263222909	0.486	0.116	5.17E-57	15		
GBP1	2.72E-61	0.254243821	1.192710428	0.28	0.043	5.63E-57	15		
NFIX	2.24E-60	0.264465376	1.201190838	0.304	0.051	4.64E-56	15		
NNMT	5.13E-60	0.921309832	1.893833937	0.874	0.473	1.06E-55	15		
NUPR1	2.15E-59	0.449638668	1.365698166	0.734	0.241	4.46E-55	15		
NR4A1	1.46E-57	0.647276994	1.566209272	0.425	0.103	3.02E-53	15		
SPON2	2.80E-57	0.544102209	1.458112677	0.579	0.176	5.80E-53	15		
GPNMB	3.24E-57	0.358533733	1.282122165	0.402	0.084	6.71E-53	15		
FOXP1	1.10E-56	0.420543812	1.338431971	0.505	0.137	2.28E-52	15		
PXDN	1.35E-56	0.286413209	1.219604357	0.379	0.079	2.79E-52	15		
TMEM230	5.43E-56	0.314663256	1.243721318	0.467	0.114	1.12E-51	15		
PRDX4	1.26E-55	0.431092013	1.348253719	0.542	0.156	2.62E-51	15		
CXCL14	6.98E-55	1.179171834	2.264467501	0.533	0.159	1.45E-50	15		
MXRA7	9.55E-55	0.353071269	1.277276855	0.509	0.137	1.98E-50	15		
CFD	1.61E-54	0.808583813	1.75149129	0.322	0.064	3.33E-50	15		
GABARAPL2	2.48E-54	0.453851645	1.369692124	0.636	0.21	5.15E-50	15		
TTC3	2.93E-54	0.53908689	1.45305256	0.724	0.289	6.07E-50	15		
RTL8C	3.27E-54	0.256998287	1.194989786	0.364	0.075	6.78E-50	15		
RABAC1	4.65E-54	0.534819193	1.448760576	0.729	0.293	9.63E-50	15		
RGS2	4.99E-54	0.316516251	1.245319778	0.318	0.059	1.03E-49	15		
B4GALT1	1.99E-53	0.29532711	1.227163187	0.36	0.076	4.12E-49	15		
SKP1	1.19E-52	0.483943973	1.398561768	0.794	0.328	2.47E-48	15		
GYPC	1.20E-52	0.278185493	1.212668727	0.383	0.084	2.48E-48	15		
SPRY1	2.85E-52	0.38944536	1.309889723	0.332	0.068	5.90E-48	15		
TNFSF10	4.60E-52	0.393723219	1.313779554	0.43	0.107	9.53E-48	15		
TGFBR2	5.67E-52	0.263072632	1.200031796	0.374	0.081	1.17E-47	15		
PRSS23	6.21E-52	0.484205976	1.398815779	0.537	0.159	1.29E-47	15		
GJA1	3.30E-51	0.297534192	1.229041978	0.393	0.091	6.84E-47	15		
LPP	3.76E-51	0.358885802	1.282435086	0.505	0.144	7.79E-47	15		
RPS27L	1.19E-50	0.505744143	1.41985553	0.687	0.253	2.46E-46	15		
P4HA2	2.20E-50	0.269544293	1.205427007	0.327	0.067	4.55E-46	15		
SELENOM	1.01E-49	0.584569316	1.499591254	0.869	0.47	2.10E-45	15		
MYL6	1.55E-49	0.637137164	1.555239929	0.986	0.92	3.22E-45	15		
CEBPB	1.79E-49	0.587796438	1.502949399	0.617	0.219	3.71E-45	15		
LGALS1	2.43E-48	0.742111241	1.672621764	0.995	0.888	5.03E-44	15		
FKBP1A	4.36E-47	0.313278422	1.242528051	0.491	0.136	9.02E-43	15		
CSRP1	6.32E-47	0.315893631	1.244782455	0.379	0.091	1.31E-42	15		
MINDY2	1.60E-46	0.250703618	1.189787246	0.318	0.067	3.32E-42	15		
FLNA	3.14E-46	0.493574721	1.407929135	0.654	0.252	6.50E-42	15		
NR4A2	3.32E-46	0.49955887	1.413781207	0.369	0.09	6.87E-42	15		
GINM1	3.99E-46	0.250999224	1.190031056	0.322	0.07	8.27E-42	15		
MYH9	4.40E-46	0.502882613	1.417042092	0.692	0.28	9.12E-42	15		
EGR1	5.84E-46	0.517407397	1.431380664	0.547	0.185	1.21E-41	15		
COL18A1	3.70E-45	0.280819877	1.214885102	0.374	0.091	7.66E-41	15		
FABP5	1.14E-44	0.278010842	1.212521931	0.383	0.091	2.36E-40	15		
AKAP13	2.24E-44	0.36948902	1.29189518	0.486	0.147	4.64E-40	15		
ITGB5	2.60E-44	0.380667329	1.30194394	0.542	0.178	5.39E-40	15		
CLIC4	5.48E-44	0.306980694	1.237115924	0.374	0.094	1.13E-39	15		
ATP5F1D	3.47E-43	0.32386929	1.25168305	0.612	0.21	7.18E-39	15		
LAPTM4A	4.14E-43	0.504713059	1.418841132	0.879	0.57	8.57E-39	15		
C12orf57	5.38E-43	0.45027188	1.366297715	0.706	0.297	1.11E-38	15		
CHURC1	6.19E-43	0.300192406	1.231308617	0.444	0.126	1.28E-38	15		
WWTR1	1.25E-42	0.28726255	1.220322571	0.393	0.103	2.59E-38	15		
JUNB	6.46E-42	0.846235771	1.797804034	0.738	0.374	1.34E-37	15		
SNX3	2.03E-41	0.320200314	1.248503888	0.57	0.192	4.21E-37	15		
BMPR2	6.01E-41	0.294902471	1.22680204	0.407	0.114	1.24E-36	15		
TSC22D1	7.39E-41	0.442868157	1.359304014	0.43	0.13	1.53E-36	15		
FOS	1.64E-40	0.921554903	1.894155671	0.724	0.348	3.40E-36	15		
ATXN1	3.62E-40	0.253914357	1.192438084	0.332	0.081	7.49E-36	15		
SLC2A3	5.17E-40	0.367499634	1.290114966	0.472	0.146	1.07E-35	15		
SLC6A6	6.60E-40	0.322286848	1.250310875	0.313	0.075	1.37E-35	15		
B2M	8.76E-40	0.38989008	1.310293568	1	0.973	1.81E-35	15		
CAMLG	1.11E-39	0.255136683	1.193448807	0.364	0.095	2.30E-35	15		
KLF2	1.69E-39	0.400087652	1.319588081	0.453	0.138	3.51E-35	15		
RPL7A	1.73E-39	0.514664482	1.428661847	0.977	0.951	3.58E-35	15		
IFI16	7.16E-39	0.473214069	1.388198687	0.682	0.308	1.48E-34	15		
CAPZB	8.29E-39	0.379379399	1.30078218	0.645	0.258	1.72E-34	15		
ENAH	1.37E-38	0.277216742	1.211854708	0.355	0.094	2.83E-34	15		
GTF2H5	2.32E-38	0.250963533	1.190001617	0.383	0.104	4.80E-34	15		
KCNQ1OT1	5.56E-38	0.466069807	1.381341285	0.407	0.126	1.15E-33	15		
CKAP4	6.64E-38	0.351420674	1.275816351	0.458	0.149	1.38E-33	15		
PSMB1	1.49E-37	0.344540738	1.269746712	0.551	0.201	3.09E-33	15		
MAGED1	1.89E-37	0.25295877	1.191648519	0.341	0.089	3.92E-33	15		
SERF2	2.74E-37	0.445194809	1.361497949	0.981	0.955	5.66E-33	15		
DYNLL1	4.48E-37	0.472228815	1.387250973	0.804	0.418	9.27E-33	15		
HLA-B	1.85E-36	0.517568744	1.431540756	0.921	0.664	3.83E-32	15		
VGLL4	2.18E-36	0.292742825	1.22496695	0.397	0.118	4.52E-32	15		
FBXO32	2.20E-36	0.456893309	1.372582921	0.444	0.148	4.55E-32	15		
IGFBP3	2.24E-36	0.723048974	1.65066685	0.449	0.148	4.64E-32	15		
CAVIN3	1.31E-35	0.28801935	1.220962889	0.467	0.152	2.71E-31	15		
GADD45B	1.35E-35	0.584807541	1.499838894	0.565	0.227	2.80E-31	15		
KTN1	1.55E-35	0.355490997	1.279420936	0.519	0.188	3.21E-31	15		
PNISR	2.20E-35	0.333088733	1.259707456	0.556	0.209	4.55E-31	15		
TCEAL4	8.14E-35	0.299891001	1.231051401	0.463	0.154	1.69E-30	15		
RNASEH2C	1.19E-34	0.255090468	1.193410577	0.444	0.141	2.46E-30	15		
CHMP1B	1.88E-34	0.429553088	1.346816301	0.379	0.118	3.90E-30	15		
VEGFB	4.18E-34	0.319143009	1.247589235	0.453	0.155	8.66E-30	15		
RTRAF	1.45E-33	0.276765598	1.21147581	0.5	0.176	3.01E-29	15		
07-Sep	1.53E-33	0.423738278	1.341398857	0.771	0.403	3.17E-29	15		
SEC31A	2.52E-33	0.334370061	1.26082676	0.617	0.26	5.21E-29	15		
ARF4	6.92E-33	0.338706569	1.264622303	0.692	0.307	1.43E-28	15		
CIRBP	7.16E-33	0.345302911	1.270417694	0.654	0.281	1.48E-28	15		
ATP6V1G1	2.60E-32	0.31769311	1.246336045	0.626	0.261	5.38E-28	15		
UBB	5.02E-32	0.410979004	1.329587758	0.794	0.4	1.04E-27	15		
CD63	7.27E-32	0.438125073	1.354842429	0.995	0.966	1.50E-27	15		
MYADM	7.70E-32	0.258940754	1.196599822	0.411	0.134	1.59E-27	15		
RCN3	2.37E-31	0.31091332	1.240492765	0.551	0.217	4.92E-27	15		
RPS23	6.03E-31	0.379249295	1.30066488	0.991	0.974	1.25E-26	15		
BSG	1.12E-30	0.286042319	1.219290859	0.477	0.176	2.31E-26	15		
CST3	1.23E-30	0.486630616	1.401168652	0.907	0.774	2.54E-26	15		
TMED10	1.25E-30	0.297060928	1.228638867	0.551	0.22	2.59E-26	15		
CMTM3	1.97E-30	0.299556599	1.230766089	0.411	0.14	4.08E-26	15		
SF3B5	2.38E-30	0.252984393	1.191669683	0.453	0.156	4.93E-26	15		
SEC61B	4.27E-30	0.37393751	1.295884833	0.734	0.37	8.84E-26	15		
MORF4L1	4.64E-30	0.342579994	1.268022192	0.687	0.324	9.60E-26	15		
VKORC1	6.63E-30	0.348288859	1.273049802	0.617	0.272	1.37E-25	15		
NORAD	8.48E-30	0.298365306	1.229750214	0.477	0.178	1.76E-25	15		
EDF1	9.53E-30	0.322136935	1.250180959	0.743	0.363	1.97E-25	15		
CYTOR	2.32E-29	0.273040206	1.208351518	0.43	0.15	4.80E-25	15		
JMJD1C	7.64E-29	0.256764075	1.194795803	0.402	0.137	1.58E-24	15		
PTTG1IP	1.98E-28	0.348146848	1.272924497	0.621	0.288	4.09E-24	15		
PLS3	9.43E-28	0.268846185	1.204843852	0.472	0.178	1.95E-23	15		
SEC62	1.08E-26	0.290052583	1.222684841	0.556	0.239	2.24E-22	15		
BTG2	1.51E-25	0.333581257	1.260137583	0.332	0.107	3.12E-21	15		
FAM114A1	2.07E-25	0.270193455	1.205969528	0.486	0.2	4.29E-21	15		
TUBB	2.83E-25	0.329553862	1.256624716	0.654	0.331	5.87E-21	15		
UQCRQ	5.20E-25	0.250330957	1.189479953	0.5	0.203	1.08E-20	15		
NUCKS1	1.21E-24	0.337987063	1.263991764	0.687	0.361	2.51E-20	15		
HCFC1R1	3.66E-24	0.271573024	1.207123281	0.458	0.186	7.58E-20	15		
EMP1	3.89E-24	0.277377097	1.211989414	0.458	0.186	8.07E-20	15		
CPE	5.25E-24	0.309701444	1.239451177	0.453	0.181	1.09E-19	15		
DUSP1	9.92E-24	0.548159482	1.46221908	0.64	0.35	2.06E-19	15		
LAMTOR4	1.03E-23	0.258117539	1.195917226	0.458	0.185	2.14E-19	15		
HOPX	1.36E-23	0.459846444	1.375395417	0.374	0.142	2.82E-19	15		
SSR2	5.22E-22	0.31844388	1.246984801	0.71	0.387	1.08E-17	15		
GNG11	1.24E-21	0.253502093	1.192097382	0.472	0.197	2.58E-17	15		
TNFRSF12A	2.05E-21	0.342103174	1.267603171	0.402	0.168	4.26E-17	15		
ZBTB20	7.41E-21	0.296213527	1.227917409	0.491	0.229	1.53E-16	15		
OSTC	2.04E-20	0.282267074	1.21610439	0.729	0.401	4.22E-16	15		
PNRC1	2.15E-20	0.32160652	1.249721407	0.537	0.263	4.46E-16	15		
FUS	3.36E-20	0.265061142	1.201686976	0.523	0.249	6.96E-16	15		
PDIA3	4.51E-20	0.29532711	1.227163187	0.682	0.381	9.33E-16	15		
RPS14	8.23E-20	0.265062209	1.201687865	1	0.985	1.70E-15	15		
CLTA	1.23E-19	0.25068117	1.189768733	0.514	0.241	2.55E-15	15		
CAST	4.03E-19	0.256300876	1.194412257	0.626	0.333	8.34E-15	15		
RUNX1	4.82E-19	0.258357449	1.196116115	0.514	0.248	9.99E-15	15		
C19orf53	9.72E-18	0.256597341	1.194657727	0.65	0.361	2.01E-13	15		
BTF3	2.66E-15	0.26215174	1.199266044	0.827	0.647	5.51E-11	15		
LMNA	3.02E-13	0.325191728	1.252830923	0.556	0.334	6.25E-09	15		
CD81	8.08E-13	0.268965639	1.204943616	0.832	0.701	1.67E-08	15		
CD55	2.65E-12	0.284568455	1.218045862	0.495	0.3	5.49E-08	15		
JUND	4.32E-11	0.312669608	1.242003817	0.598	0.389	8.95E-07	15		
HES1	6.03E-08	0.280490171	1.21460749	0.294	0.159	0.001249744	15		
FOSB	5.18E-07	0.263476899	1.200368112	0.435	0.284	0.010726873	15		
IGFBP7	0	2.755412414	6.752456372	0.951	0.06	0	16		
TAGLN	0	2.670857631	6.368076341	0.951	0.088	0	16		
ACTA2	0	2.355624319	5.118156701	0.834	0.05	0	16		
C11orf96	0	2.304658597	4.940505276	0.957	0.027	0	16		
